Name,SKU,Link,Price,Step File
"1102 Series Flat Beam (19 Hole, 152mm Length) - 2 Pack",1102-0019-0152,https://www.gobilda.com/1102-series-flat-beam-19-hole-152mm-length-2-pack/,4.29,https://www.gobilda.com/content/step_files/1102-0019-0152.zip
"5303 Series Saturn Planetary Gear Motor (188:1 Ratio, 24mm Length 8mm REX™ Shaft, 100 RPM, 3.3 - 5V Encoder)",5303-2402-0188,https://www.gobilda.com/5303-series-saturn-planetary-gear-motor-188-1-ratio-24mm-length-8mm-rex-shaft-100-rpm-3-3-5v-encoder/,57.99,https://www.gobilda.com/content/step_files/5303-2402-0188.zip
"1121 Series Low-Side U-Channel (6 Hole, 168mm Length)",1121-0006-0168,https://www.gobilda.com/1121-series-low-side-u-channel-6-hole-168mm-length/,7.99,https://www.gobilda.com/content/step_files/1121-0006-0168.zip
"5203 Series Yellow Jacket Planetary Gear Motor (99.5:1 Ratio, 24mm Length 8mm REX™ Shaft, 60 RPM, 3.3 - 5V Encoder)",5203-2402-0100,https://www.gobilda.com/5203-series-yellow-jacket-planetary-gear-motor-99-5-1-ratio-24mm-length-8mm-rex-shaft-60-rpm-3-3-5v-encoder/,42.99,https://www.gobilda.com/content/step_files/5203-2402-0100.zip
"1143 Series Mini Low-Side U-Channel (7 Hole, 192mm Length)",1143-0007-0192,https://www.gobilda.com/1143-series-mini-low-side-u-channel-7-hole-192mm-length/,7.79,https://www.gobilda.com/content/step_files/1143-0007-0192.zip
"1120 Series U-Channel (1 Hole, 48mm Length)",1120-0001-0048,https://www.gobilda.com/1120-series-u-channel-1-hole-48mm-length/,3.99,https://www.gobilda.com/content/step_files/1120-0001-0048.zip
"5204 Series Yellow Jacket Planetary Gear Motor (99.5:1 Ratio, 80mm Length 8mm REX™ Shaft, 60 RPM, 3.3 - 5V Encoder)",5204-8002-0100,https://www.gobilda.com/5204-series-yellow-jacket-planetary-gear-motor-99-5-1-ratio-80mm-length-8mm-rex-shaft-60-rpm-3-3-5v-encoder/,44.99,https://www.gobilda.com/content/step_files/5204-8002-0100.zip
"5103 Series Planetary Gearbox (26.9:1 Ratio, 24mm Length 8mm REX™ Shaft)",5103-0024-0027,https://www.gobilda.com/5103-series-planetary-gearbox-26-9-1-ratio-24mm-length-8mm-rex-shaft/,34.99,N/A
"5304 Series Saturn Planetary Gear Motor (71.2:1 Ratio, 80mm Length 8mm REX™ Shaft, 260 RPM, 3.3 - 5V Encoder)",5304-8002-0071,https://www.gobilda.com/5304-series-saturn-planetary-gear-motor-71-2-1-ratio-80mm-length-8mm-rex-shaft-260-rpm-3-3-5v-encoder/,59.99,https://www.gobilda.com/content/step_files/5304-8002-0071.zip
"1143 Series Mini Low-Side U-Channel (8 Hole, 216mm Length)",1143-0008-0216,https://www.gobilda.com/1143-series-mini-low-side-u-channel-8-hole-216mm-length/,8.59,https://www.gobilda.com/content/step_files/1143-0008-0216.zip
"1143 Series Mini Low-Side U-Channel (6 Hole, 168mm Length)",1143-0006-0168,https://www.gobilda.com/1143-series-mini-low-side-u-channel-6-hole-168mm-length/,6.99,https://www.gobilda.com/content/step_files/1143-0006-0168.zip
"5103 Series Planetary Gearbox (19.2:1 Ratio, 24mm Length 8mm REX™ Shaft)",5103-0024-0019,https://www.gobilda.com/5103-series-planetary-gearbox-19-2-1-ratio-24mm-length-8mm-rex-shaft/,34.99,N/A
"5203 Series Yellow Jacket Planetary Gear Motor (139:1 Ratio, 24mm Length 8mm REX™ Shaft, 43 RPM, 3.3 - 5V Encoder)",5203-2402-0139,https://www.gobilda.com/5203-series-yellow-jacket-planetary-gear-motor-139-1-ratio-24mm-length-8mm-rex-shaft-43-rpm-3-3-5v-encoder/,42.99,https://www.gobilda.com/content/step_files/5203-2402-0139.zip
"1102 Series Flat Beam (13 Hole, 104mm Length) - 2 Pack",1102-0013-0104,https://www.gobilda.com/1102-series-flat-beam-13-hole-104mm-length-2-pack/,3.69,https://www.gobilda.com/content/step_files/1102-0013-0104.zip
"5304 Series Saturn Planetary Gear Motor (99.5:1 Ratio, 80mm Length 8mm REX™ Shaft, 180 RPM, 3.3 - 5V Encoder)",5304-8002-0100,https://www.gobilda.com/5304-series-saturn-planetary-gear-motor-99-5-1-ratio-80mm-length-8mm-rex-shaft-180-rpm-3-3-5v-encoder/,59.99,https://www.gobilda.com/content/step_files/5304-8002-0100.zip
"5103 Series Planetary Gearbox (13.7:1 Ratio, 24mm Length 8mm REX™ Shaft)",5103-0024-0014,https://www.gobilda.com/5103-series-planetary-gearbox-13-7-1-ratio-24mm-length-8mm-rex-shaft/,34.99,N/A
"1121 Series Low-Side U-Channel (4 Hole, 120mm Length)",1121-0004-0120,https://www.gobilda.com/1121-series-low-side-u-channel-4-hole-120mm-length/,5.99,https://www.gobilda.com/content/step_files/1121-0004-0120.zip
"1102 Series Flat Beam (12 Hole, 96mm Length) - 2 Pack",1102-0012-0096,https://www.gobilda.com/1102-series-flat-beam-12-hole-96mm-length-2-pack/,3.49,https://www.gobilda.com/content/step_files/1102-0012-0096.zip
"1143 Series Mini Low-Side U-Channel (5 Hole, 144mm Length)",1143-0005-0144,https://www.gobilda.com/1143-series-mini-low-side-u-channel-5-hole-144mm-length/,6.19,https://www.gobilda.com/content/step_files/1143-0005-0144.zip
"5204 Series Yellow Jacket Planetary Gear Motor (139:1 Ratio, 80mm Length 8mm REX™ Shaft, 43 RPM, 3.3 - 5V Encoder)",5204-8002-0139,https://www.gobilda.com/5204-series-yellow-jacket-planetary-gear-motor-139-1-ratio-80mm-length-8mm-rex-shaft-43-rpm-3-3-5v-encoder/,44.99,https://www.gobilda.com/content/step_files/5204-8002-0139.zip
"5304 Series Saturn Planetary Gear Motor (139:1 Ratio, 80mm Length 8mm REX™ Shaft, 130 RPM, 3.3 - 5V Encoder)",5304-8002-0139,https://www.gobilda.com/5304-series-saturn-planetary-gear-motor-139-1-ratio-80mm-length-8mm-rex-shaft-130-rpm-3-3-5v-encoder/,59.99,https://www.gobilda.com/content/step_files/5304-8002-0139.zip
"1121 Series Low-Side U-Channel (5 Hole, 144mm Length)",1121-0005-0144,https://www.gobilda.com/1121-series-low-side-u-channel-5-hole-144mm-length/,6.99,https://www.gobilda.com/content/step_files/1121-0005-0144.zip
RoboClaw Solo 60A Motor Controller,IMC410,https://www.gobilda.com/roboclaw-solo-60a-motor-controller/,99.99,https://www.gobilda.comhttps://downloads.basicmicro.com/code/roboclaw_python.zip
"1143 Series Mini Low-Side U-Channel (3 Hole, 96mm Length)",1143-0003-0096,https://www.gobilda.com/1143-series-mini-low-side-u-channel-3-hole-96mm-length/,4.49,https://www.gobilda.com/content/step_files/1143-0003-0096.zip
"1121 Series Low-Side U-Channel (2 Hole, 72mm Length)",1121-0002-0072,https://www.gobilda.com/1121-series-low-side-u-channel-2-hole-72mm-length/,3.99,https://www.gobilda.com/content/step_files/1121-0002-0072.zip
"5304 Series Saturn Planetary Gear Motor (188:1 Ratio, 80mm Length 8mm REX™ Shaft, 100 RPM, 3.3 - 5V Encoder)",5304-8002-0188,https://www.gobilda.com/5304-series-saturn-planetary-gear-motor-188-1-ratio-80mm-length-8mm-rex-shaft-100-rpm-3-3-5v-encoder/,59.99,https://www.gobilda.com/content/step_files/5304-8002-0188.zip
"1102 Series Flat Beam (15 Hole, 120mm Length) - 2 Pack",1102-0015-0120,https://www.gobilda.com/1102-series-flat-beam-15-hole-120mm-length-2-pack/,3.89,https://www.gobilda.com/content/step_files/1102-0015-0120.zip
"5202 Series Yellow Jacket Planetary Gear Motor (188:1 Ratio, 30 RPM, 3.3 - 5V Encoder)",5202-0002-0188,https://www.gobilda.com/5202-series-yellow-jacket-planetary-gear-motor-188-1-ratio-30-rpm-3-3-5v-encoder/,39.99,https://www.gobilda.com/content/step_files/5202-0002-0188.zip
"1102 Series Flat Beam (11 Hole, 88mm Length) - 2 Pack",1102-0011-0088,https://www.gobilda.com/1102-series-flat-beam-11-hole-88mm-length-2-pack/,3.29,https://www.gobilda.com/content/step_files/1102-0011-0088.zip
"1143 Series Mini Low-Side U-Channel (2 Hole, 72mm Length)",1143-0002-0072,https://www.gobilda.com/1143-series-mini-low-side-u-channel-2-hole-72mm-length/,3.59,https://www.gobilda.com/content/step_files/1143-0002-0072.zip
"1121 Series Low-Side U-Channel (3 Hole, 96mm Length)",1121-0003-0096,https://www.gobilda.com/1121-series-low-side-u-channel-3-hole-96mm-length/,4.99,https://www.gobilda.com/content/step_files/1121-0003-0096.zip
"5103 Series Planetary Gearbox (5.2:1 Ratio, 24mm Length 8mm REX™ Shaft)",5103-0024-0005,https://www.gobilda.com/5103-series-planetary-gearbox-5-2-1-ratio-24mm-length-8mm-rex-shaft/,34.99,N/A
"1143 Series Mini Low-Side U-Channel (4 Hole, 120mm Length)",1143-0004-0120,https://www.gobilda.com/1143-series-mini-low-side-u-channel-4-hole-120mm-length/,5.39,https://www.gobilda.com/content/step_files/1143-0004-0120.zip
"1102 Series Flat Beam (17 Hole, 136mm Length) - 2 Pack",1102-0017-0136,https://www.gobilda.com/1102-series-flat-beam-17-hole-136mm-length-2-pack/,4.09,https://www.gobilda.com/content/step_files/1102-0017-0136.zip
"1102 Series Flat Beam (10 Hole, 80mm Length) - 2 Pack",1102-0010-0080,https://www.gobilda.com/1102-series-flat-beam-10-hole-80mm-length-2-pack/,3.09,https://www.gobilda.com/content/step_files/1102-0010-0080.zip
"1143 Series Mini Low-Side U-Channel (1 Hole, 48mm Length)",1143-0001-0048,https://www.gobilda.com/1143-series-mini-low-side-u-channel-1-hole-48mm-length/,2.69,https://www.gobilda.com/content/step_files/1143-0001-0048.zip
"5103 Series Planetary Gearbox (3.7:1 Ratio, 24mm Length 8mm REX™ Shaft)",5103-0024-0003,https://www.gobilda.com/5103-series-planetary-gearbox-3-7-1-ratio-24mm-length-8mm-rex-shaft/,34.99,N/A
"1121 Series Low-Side U-Channel (1 Hole, 48mm Length)",1121-0001-0048,https://www.gobilda.com/1121-series-low-side-u-channel-1-hole-48mm-length/,2.99,https://www.gobilda.com/content/step_files/1121-0001-0048.zip
"1102 Series Flat Beam (9 Hole, 72mm Length) - 2 Pack",1102-0009-0072,https://www.gobilda.com/1102-series-flat-beam-9-hole-72mm-length-2-pack/,2.89,https://www.gobilda.com/content/step_files/1102-0009-0072.zip
RoboClaw 2x60A Motor Controller,IMC414,https://www.gobilda.com/roboclaw-2x60a-motor-controller/,219.99,https://www.gobilda.comhttps://downloads.basicmicro.com/code/roboclaw_python.zip
"2000 Series 5-Turn, Dual Mode Servo (25-4, Super Speed)",2000-0025-0504,https://www.gobilda.com/2000-series-5-turn-dual-mode-servo-25-4-super-speed/,49.99,https://www.gobilda.com/content/step_files/2000-0025-0504.zip
RoboClaw ST 2x45A Motor Controller,IMC419,https://www.gobilda.com/roboclaw-st-2x45a-motor-controller/,169.99,https://www.gobilda.comhttps://downloads.basicmicro.com/code/roboclaw_python.zip
"5203 Series Yellow Jacket Motor (1:1 Ratio, 24mm Length 8mm REX™ Shaft, 6000 RPM, 3.3 - 5V Encoder)",5203-2402-0001,https://www.gobilda.com/5203-series-yellow-jacket-motor-1-1-ratio-24mm-length-8mm-rex-shaft-6000-rpm-3-3-5v-encoder/,42.99,https://www.gobilda.com/content/step_files/5203-2402-0001.zip
"1103 Series L-Beam (41 Hole, 328mm Length) - 2 Pack",1103-0041-0328,https://www.gobilda.com/1103-series-l-beam-41-hole-328mm-length-2-pack/,7.49,https://www.gobilda.com/content/step_files/1103-0041-0328.zip
"2000 Series 5-Turn, Dual Mode Servo (25-3, Speed)",2000-0025-0503,https://www.gobilda.com/2000-series-5-turn-dual-mode-servo-25-3-speed/,49.99,https://www.gobilda.com/content/step_files/2000-0025-0503.zip
"5203 Series Yellow Jacket Planetary Gear Motor (188:1 Ratio, 24mm Length 8mm REX™ Shaft, 30 RPM, 3.3 - 5V Encoder)",5203-2402-0188,https://www.gobilda.com/5203-series-yellow-jacket-planetary-gear-motor-188-1-ratio-24mm-length-8mm-rex-shaft-30-rpm-3-3-5v-encoder/,42.99,https://www.gobilda.com/content/step_files/5203-2402-0188.zip
"1103 Series L-Beam (35 Hole, 280mm Length) - 2 Pack",1103-0035-0280,https://www.gobilda.com/1103-series-l-beam-35-hole-280mm-length-2-pack/,6.59,https://www.gobilda.com/content/step_files/1103-0035-0280.zip
"5204 Series Yellow Jacket Planetary Gear Motor (188:1 Ratio, 80mm Length 8mm REX™ Shaft, 30 RPM, 3.3 - 5V Encoder)",5204-8002-0188,https://www.gobilda.com/5204-series-yellow-jacket-planetary-gear-motor-188-1-ratio-80mm-length-8mm-rex-shaft-30-rpm-3-3-5v-encoder/,44.99,https://www.gobilda.com/content/step_files/5204-8002-0188.zip
"3-Pos TJC8 Servo Extension (MH-FC to MH-FC, 300mm Length)",3804-1717-0300,https://www.gobilda.com/3-pos-tjc8-servo-extension-mh-fc-to-mh-fc-300mm-length/,4.99,N/A
"1102 Series Flat Beam (8 Hole, 64mm Length) - 2 Pack",1102-0008-0064,https://www.gobilda.com/1102-series-flat-beam-8-hole-64mm-length-2-pack/,2.69,https://www.gobilda.com/content/step_files/1102-0008-0064.zip
"2000 Series 5-Turn, Dual Mode Servo (25-2, Torque)",2000-0025-0502,https://www.gobilda.com/2000-series-5-turn-dual-mode-servo-25-2-torque/,49.99,https://www.gobilda.com/content/step_files/2000-0025-0502.zip
RoboClaw 2x30A Motor Controller,IMC413,https://www.gobilda.com/roboclaw-2x30a-motor-controller/,134.99,https://www.gobilda.comhttps://downloads.basicmicro.com/code/roboclaw_python.zip
RoboClaw 2x15A Motor Controller,IMC412,https://www.gobilda.com/roboclaw-2x15a-motor-controller/,99.99,https://www.gobilda.comhttps://downloads.basicmicro.com/code/roboclaw_python.zip
"1102 Series Flat Beam (7 Hole, 56mm Length) - 2 Pack",1102-0007-0056,https://www.gobilda.com/1102-series-flat-beam-7-hole-56mm-length-2-pack/,2.49,https://www.gobilda.com/content/step_files/1102-0007-0056.zip
"1143 Series Mini Low-Side U-Channel (17 Hole, 432mm Length)",1143-0017-0432,https://www.gobilda.com/1143-series-mini-low-side-u-channel-17-hole-432mm-length/,15.79,https://www.gobilda.com/content/step_files/1143-0017-0432.zip
"3-Pos TJC8 Servo Extension (MH-FC to MH-FC, 150mm Length)",3804-1717-0150,https://www.gobilda.com/3-pos-tjc8-servo-extension-mh-fc-to-mh-fc-150mm-length/,3.99,N/A
"1103 Series L-Beam (29 Hole, 232mm Length) - 2 Pack",1103-0029-0232,https://www.gobilda.com/1103-series-l-beam-29-hole-232mm-length-2-pack/,5.99,https://www.gobilda.com/content/step_files/1103-0029-0232.zip
"1102 Series Flat Beam (6 Hole, 48mm Length) - 2 Pack",1102-0006-0048,https://www.gobilda.com/1102-series-flat-beam-6-hole-48mm-length-2-pack/,2.29,https://www.gobilda.com/content/step_files/1102-0006-0048.zip
"1101 Series U-Beam (35 Hole, 280mm Length)",1101-0035-0280,https://www.gobilda.com/1101-series-u-beam-35-hole-280mm-length/,3.49,https://www.gobilda.com/content/step_files/1101-0035-0280.zip
"1103 Series L-Beam (23 Hole, 184mm Length) - 2 Pack",1103-0023-0184,https://www.gobilda.com/1103-series-l-beam-23-hole-184mm-length-2-pack/,5.39,https://www.gobilda.com/content/step_files/1103-0023-0184.zip
RoboClaw 2x7A Motor Controller,IMC404,https://www.gobilda.com/roboclaw-2x7a-motor-controller/,79.99,https://www.gobilda.comhttps://downloads.basicmicro.com/code/roboclaw_python.zip
"3-Pos TJC8 Servo Extension (MH-FC to MH-FC, 100mm Length)",3804-1717-0100,https://www.gobilda.com/3-pos-tjc8-servo-extension-mh-fc-to-mh-fc-100mm-length/,2.99,N/A
"1102 Series Flat Beam (5 Hole, 40mm Length) - 2 Pack",1102-0005-0040,https://www.gobilda.com/1102-series-flat-beam-5-hole-40mm-length-2-pack/,2.09,https://www.gobilda.com/content/step_files/1102-0005-0040.zip
"1101 Series U-Beam (29 Hole, 232mm Length)",1101-0029-0232,https://www.gobilda.com/1101-series-u-beam-29-hole-232mm-length/,2.99,https://www.gobilda.com/content/step_files/1101-0029-0232.zip
"1101 Series U-Beam (41 Hole, 328mm Length)",1101-0041-0328,https://www.gobilda.com/1101-series-u-beam-41-hole-328mm-length/,3.89,https://www.gobilda.com/content/step_files/1101-0041-0328.zip
"1102 Series Flat Beam (4 Hole, 32mm Length) - 2 Pack",1102-0004-0032,https://www.gobilda.com/1102-series-flat-beam-4-hole-32mm-length-2-pack/,1.99,https://www.gobilda.com/content/step_files/1102-0004-0032.zip
"2000 Series Dual Mode Servo (25-3, Speed)",2000-0025-0003,https://www.gobilda.com/2000-series-dual-mode-servo-25-3-speed/,31.99,https://www.gobilda.com/content/step_files/2000-0025-0003.zip
1x15A Motor Controller,3105-0101-0015,https://www.gobilda.com/1x15a-motor-controller/,34.99,https://www.gobilda.com/content/step_files/3105-0101-0015.zip
"1101 Series U-Beam (23 Hole, 184mm Length)",1101-0023-0184,https://www.gobilda.com/1101-series-u-beam-23-hole-184mm-length/,2.69,https://www.gobilda.com/content/step_files/1101-0023-0184.zip
"1902 Series Dual Servo Arm (25 Tooth Spline, 64mm Length)",1902-0025-0204,https://www.gobilda.com/1902-series-dual-servo-arm-25-tooth-spline-64mm-length/,5.99,https://www.gobilda.com/content/step_files/1902-0025-0204.zip
"2000 Series Dual Mode Servo (25-2, Torque)",2000-0025-0002,https://www.gobilda.com/2000-series-dual-mode-servo-25-2-torque/,31.99,https://www.gobilda.com/content/step_files/2000-0025-0002.zip
"1102 Series Flat Beam (3 Hole, 24mm Length) - 2 Pack",1102-0003-0024,https://www.gobilda.com/1102-series-flat-beam-3-hole-24mm-length-2-pack/,1.89,https://www.gobilda.com/content/step_files/1102-0003-0024.zip
Hitec HS-488HB Servo,33488,https://www.gobilda.com/hitec-hs-488hb-servo/,17.59,https://www.gobilda.com/content/step_files/HS-488HB.zip
2x40A Motor Controller,3105-0201-0040,https://www.gobilda.com/2x40a-motor-controller/,139.99,https://www.gobilda.com/content/step_files/3105-0201-0040.zip
"2000 Series Dual Mode Servo (25-4, Super Speed)",2000-0025-0004,https://www.gobilda.com/2000-series-dual-mode-servo-25-4-super-speed/,31.99,https://www.gobilda.com/content/step_files/2000-0025-0004.zip
"1102 Series Flat Beam (2 Hole, 16mm Length) - 2 Pack",1102-0002-0016,https://www.gobilda.com/1102-series-flat-beam-2-hole-16mm-length-2-pack/,1.79,https://www.gobilda.com/content/step_files/1102-0002-0016.zip
"2305  Series Brass, MOD 0.8, Servo Gear (25 Tooth Spline, 40 Tooth)",2305-0025-0040,https://www.gobilda.com/2305-series-brass-mod-0-8-servo-gear-25-tooth-spline-40-tooth/,9.99,https://www.gobilda.com/content/step_files/2305-0025-0040.zip
"1103 Series L-Beam (21 Hole, 168mm Length) - 2 Pack",1103-0021-0168,https://www.gobilda.com/1103-series-l-beam-21-hole-168mm-length-2-pack/,4.99,https://www.gobilda.com/content/step_files/1103-0021-0168.zip
"1101 Series U-Beam (21 Hole, 168mm Length)",1101-0021-0168,https://www.gobilda.com/1101-series-u-beam-21-hole-168mm-length/,2.49,https://www.gobilda.com/content/step_files/1101-0021-0168.zip
"1101 Series U-Beam (19 Hole, 152mm Length)",1101-0019-0152,https://www.gobilda.com/1101-series-u-beam-19-hole-152mm-length/,2.39,https://www.gobilda.com/content/step_files/1101-0019-0152.zip
"2305  Series Brass, MOD 0.8, Servo Gear (25 Tooth Spline, 30 Tooth)",2305-0025-0030,https://www.gobilda.com/2305-series-brass-mod-0-8-servo-gear-25-tooth-spline-30-tooth/,9.99,https://www.gobilda.com/content/step_files/2305-0025-0030.zip
"1900 Series Single Servo Arm (25 Tooth Spline, 32mm Length)",1900-0025-0104,https://www.gobilda.com/1900-series-single-servo-arm-25-tooth-spline-32mm-length/,4.99,https://www.gobilda.com/content/step_files/1900-0025-0104.zip
"1101 Series U-Beam (17 Hole, 136mm Length)",1101-0017-0136,https://www.gobilda.com/1101-series-u-beam-17-hole-136mm-length/,2.19,https://www.gobilda.com/content/step_files/1101-0017-0136.zip
"2305  Series Brass, MOD 0.8, Servo Gear (25 Tooth Spline, 24 Tooth)",2305-0025-0024,https://www.gobilda.com/2305-series-brass-mod-0-8-servo-gear-25-tooth-spline-24-tooth/,9.99,https://www.gobilda.com/content/step_files/2305-0025-0024.zip
"1902 Series Dual Servo Arm (24 Tooth Spline, 64mm Length)",1902-0024-0204,https://www.gobilda.com/1902-series-dual-servo-arm-24-tooth-spline-64mm-length/,5.99,https://www.gobilda.com/content/step_files/1902-0024-0204.zip
"1900 Series Single Servo Arm (24 Tooth Spline, 32mm Length)",1900-0024-0104,https://www.gobilda.com/1900-series-single-servo-arm-24-tooth-spline-32mm-length/,4.99,https://www.gobilda.com/content/step_files/1900-0024-0104.zip
"Servo Extension (3-Pos TJC8, MH-FC to FH-MC, 1200mm Length)",3802-1718-1200,https://www.gobilda.com/servo-extension-3-pos-tjc8-mh-fc-to-fh-mc-1200mm-length/,7.99,N/A
"3-Pos TJC8 Servo Y-Harness (Single MH-FC to Dual FH-MC, 600mm Length)",3805-1718-0600,https://www.gobilda.com/3-pos-tjc8-servo-y-harness-single-mh-fc-to-dual-fh-mc-600mm-length/,7.99,N/A
"1101 Series U-Beam (15 Hole, 120mm Length)",1101-0015-0120,https://www.gobilda.com/1101-series-u-beam-15-hole-120mm-length/,2.09,https://www.gobilda.com/content/step_files/1101-0015-0120.zip
"1103 Series L-Beam (19 Hole, 152mm Length) - 2 Pack",1103-0019-0152,https://www.gobilda.com/1103-series-l-beam-19-hole-152mm-length-2-pack/,4.69,https://www.gobilda.com/content/step_files/1103-0019-0152.zip
"2305  Series Brass, MOD 0.8, Servo Gear (25 Tooth Spline, 20 Tooth)",2305-0025-0020,https://www.gobilda.com/2305-series-brass-mod-0-8-servo-gear-25-tooth-spline-20-tooth/,9.99,https://www.gobilda.com/content/step_files/2305-0025-0020.zip
"1103 Series L-Beam (17 Hole, 136mm Length) - 2 Pack",1103-0017-0136,https://www.gobilda.com/1103-series-l-beam-17-hole-136mm-length-2-pack/,4.39,https://www.gobilda.com/content/step_files/1103-0017-0136.zip
"1101 Series U-Beam (13 Hole, 104mm Length)",1101-0013-0104,https://www.gobilda.com/1101-series-u-beam-13-hole-104mm-length/,1.99,https://www.gobilda.com/content/step_files/1101-0013-0104.zip
"Servo Extension (3-Pos TJC8, MH-FC to FH-MC, 900mm Length)",3802-1718-0900,https://www.gobilda.com/servo-extension-3-pos-tjc8-mh-fc-to-fh-mc-900mm-length/,6.99,N/A
"3-Pos TJC8 Servo Lead (MH-FC, 300mm Length) - 2 Pack",3800-0017-0300,https://www.gobilda.com/3-pos-tjc8-servo-lead-mh-fc-300mm-length-2-pack/,2.99,N/A
"3-Pos TJC8 Servo Y-Harness (Single MH-FC to Dual FH-MC, 450mm Length)",3805-1718-0450,https://www.gobilda.com/3-pos-tjc8-servo-y-harness-single-mh-fc-to-dual-fh-mc-450mm-length/,7.49,N/A
"Servo Extension (3-Pos TJC8, MH-FC to FH-MC, 600mm Length)",3802-1718-0600,https://www.gobilda.com/servo-extension-3-pos-tjc8-mh-fc-to-fh-mc-600mm-length/,5.99,N/A
"1103 Series L-Beam (15 Hole, 120mm Length) - 2 Pack",1103-0015-0120,https://www.gobilda.com/1103-series-l-beam-15-hole-120mm-length-2-pack/,4.09,https://www.gobilda.com/content/step_files/1103-0015-0120.zip
"3-Pos TJC8 Servo Lead (MH-FC, 150mm Length) - 2 Pack",3800-0017-0150,https://www.gobilda.com/3-pos-tjc8-servo-lead-mh-fc-150mm-length-2-pack/,2.49,N/A
Hitec HS-788HB Servo,33788,https://www.gobilda.com/hitec-hs-788hb-servo/,54.99,https://www.gobilda.com/content/step_files/HS-788HB.zip
"1101 Series U-Beam (12 Hole, 96mm Length)",1101-0012-0096,https://www.gobilda.com/1101-series-u-beam-12-hole-96mm-length/,1.89,https://www.gobilda.com/content/step_files/1101-0012-0096.zip
"3-Pos TJC8 Servo Y-Harness (Single MH-FC to Dual FH-MC, 300mm Length)",3805-1718-0300,https://www.gobilda.com/3-pos-tjc8-servo-y-harness-single-mh-fc-to-dual-fh-mc-300mm-length/,6.99,N/A
"Servo Extension (3-Pos TJC8, MH-FC to FH-MC, 450mm Length)",3802-1718-0450,https://www.gobilda.com/servo-extension-3-pos-tjc8-mh-fc-to-fh-mc-450mm-length/,5.49,N/A
"1103 Series L-Beam (13 Hole, 104mm Length) - 2 Pack",1103-0013-0104,https://www.gobilda.com/1103-series-l-beam-13-hole-104mm-length-2-pack/,3.79,https://www.gobilda.com/content/step_files/1103-0013-0104.zip
"3-Pos TJC8 Servo Lead (MH-FC, 100mm Length) - 2 Pack",3800-0017-0100,https://www.gobilda.com/3-pos-tjc8-servo-lead-mh-fc-100mm-length-2-pack/,1.99,N/A
Replacement Servo Gear Set (2000-2),2310-2000-0002,https://www.gobilda.com/replacement-servo-gear-set-2000-2/,11.99,N/A
"1101 Series U-Beam (11 Hole, 88mm Length)",1101-0011-0088,https://www.gobilda.com/1101-series-u-beam-11-hole-88mm-length/,1.79,https://www.gobilda.com/content/step_files/1101-0011-0088.zip
"3-Pos TJC8 Servo Y-Harness (Single MH-FC to Dual FH-MC, 150mm Length)",3805-1718-0150,https://www.gobilda.com/3-pos-tjc8-servo-y-harness-single-mh-fc-to-dual-fh-mc-150mm-length/,5.99,N/A
"Servo Extension (3-Pos TJC8, MH-FC to FH-MC, 300mm Length)",3802-1718-0300,https://www.gobilda.com/servo-extension-3-pos-tjc8-mh-fc-to-fh-mc-300mm-length/,4.99,N/A
"1103 Series L-Beam (12 Hole, 96mm Length) - 2 Pack",1103-0012-0096,https://www.gobilda.com/1103-series-l-beam-12-hole-96mm-length-2-pack/,3.59,https://www.gobilda.com/content/step_files/1103-0012-0096.zip
Replacement Servo Case for 2000 Series Dual Mode Servo,2918-2000-0001,https://www.gobilda.com/replacement-servo-case-for-2000-series-dual-mode-servo/,6.99,N/A
